Part,Ward,Booth Address,Total,
1550008,999,"Govt. Higher Primary School , Room No 4,lakshmipura",1081,
1550009,999,"Govt. Lower Primary School, Room No-1,Kereguddadahalli",1304,
1550010,999,"Govt. Lower Primary School, Room No-2,Kereguddadahalli",1216,
1550011,999,"Govt. Lower Primary School, Room No-3,Kereguddadahalli",1311,
1550012,999,"Govt. Lower Primary School, Room No-4,Kereguddadahalli",1263,
1550013,999,"Chowdeshwari Mahila Mandali,CHIKKABANAVAR",1034,
1550014,999,"Anganawadi Centre,Chikkabanavara",604,
1550015,999,"sri maruthi education society english primary school room no 4 ,chikkabanavara",572,
1550016,999,"sri maruthi education  society  english  primary school room no 1 ,chikkabanavara",722,
1550017,999,"sri maruthi education society english primary school room no 2 ,chikkabanavara",659,
1550018,999,"sri maruthi education society english primary school room no 3 ,chikkabanavara",874,
1550019,999,"Govt  urdu Higher Primary School, Room No-1,chikkabanavara",956,
1550020,999,"Govt urdu Higher Primary School, Room No-2,chikkabanavara",431,
1550021,999,"Govt urdu Higher Primary School, Room No-3,chikkabanavara",455,
1550022,999,"Govt urdu Higher Primary School, Room No-4,chikkabanavara",686,
1550023,999,"Govt Higher Primary School, Room No.1,CHIKKABANAVRA",987,
1550024,999,"Govt High School Room NO 1,chikkabanavara",667,
1550025,999,"Govt High School Room NO 2,chikkabanavara",713,
1550026,999,"Govt High School Room NO 3,chikkabanavara",1041,
1550027,999,"Govt High School Room NO 4,chikkabanavara",1123,
1550028,999,"Govt High School Room NO 5,chikkabanavara",1103,
1550029,999,"Govt High School Room NO 6,chikkabanavara",1123,
1550030,999,"Govt Higher Primary School, Room No.2,CHIKKABANAVRA",1109,
1550031,999,"Govt. Higher Primary School, Room No3,chikkabanavara",934,
1550032,999,"Govt Higher Primary School, Room No.4,CHIKKABANAVRA",636,
1550033,999,"Govt Higher Primary School, Room No.5,CHIKKABANAVRA",1195,
1550034,999,"Govt. Higher Primary School, Room No 6,Chikkabanavara",741,
1550035,999,"Govt. Higher Primary School, Room No 7,chikkabanavara",788,
1550036,999,"Govt. Higher Primary School, Room No 8,chikkabanavara",923,
1550037,14,"Nisarga vidyanikethana school, Room No-1",829,
1550038,14,"Nisarga vidyanikethana school, Room No-2",996,
1550039,14,"Nisarga vidyanikethana school, Room No-3",1467,
1550040,14,"Nisarga Vidyanikethana  School, Room No-4",1452,
1550041,14,"Nisarga Vidyanikethana  School, Room No-5",1333,
1550042,14,"Nisarga Vidyanikethana  School, Room No-6",1363,
1550043,12,"Govt Higher Primary School, Room No-1,Chikkasandra",1289,
1550044,12,"Govt Higher Primary School, Room No-2,chikkasandra",1410,
1550045,12,"Govt Higher Primary School, Room No-3,chkkasandra",1406,
1550046,12,"Govt Higher Primary School, Room No-4,Chikkasandra",1027,
1550047,12,"Govt Higher Primary School, Room No-5 ,chikkasandra",1183,
1550048,12,"Govt Higher Primary School, Room No-6,chikkasandra",1177,
1550049,12,"Manasa International School, Room No-1, chikkasandra",1479,
1550050,12,"Manasa International School, Room No-2,chikkasandra",686,
1550051,12,"M.A.J Foundation Silver Spring International  School, Vinayaka Nagar, Room No 1,chikkasandra",1088,
1550052,12,"M.A.J Foudation, Silver Spring International School,Vinayaka Nagar, Room No 2, chikkasandra",714,
1550053,12,"Govt. Lower Primary School Room No-1, à²®à³‡à²¦à²°à²¹à²³à³",1359,
1550054,12,"Govt. Lower Primary School Room No-2, à²®à³‡à²¦à²°à²¹à²³à³",1348,
1550055,12,"Govt Model Primary School, Room No 1, Abbigere",1470,
1550056,12,"Govt Model Primary School, Room No 2, Abbigere",1384,
1550057,12,"Govt High School Abbigere Room No-1, Abbigere",1189,
1550058,12,"Govt High School Abbigere Room No-2, Abbigere",864,
1550059,12,"Govt. Lower Primary School, Room No 1, Abbigere Colony",1429,
1550060,12,"Govt. Lower Primary School, Room No 2, Abbigere Colony",1269,
1550061,12,"Govt High School Abbigere Room No-3, Abbigere",1329,
1550062,12,"Govt High School Abbigere Room No-4, Abbigere",1354,
1550063,12,"Govt High School Abbigere Room No-5, Abbigere",1441,
1550064,12,"Govt High School Abbigere Room No-6, Abbigere",1278,
1550065,12,"Nammura Govt. Higher Primary School, Room No 1, Shettihalli",1194,
1550066,12,"Nammura Govt. Higher Primary School, Room No 2,  Shettihalli",1150,
1550067,12,"Nammura Govt Higher Primary School, Room No 3,  Shettihalli",1152,
1550068,12,"Nammura Govt.Upgraded Higher Primary School, Room No 1,  Shettihalli",1409,
1550069,12,"Nammura Govt. Upgraded Higher Primary School, Room No-2,  Shettihalli",1454,
1550070,12,"Nammura Govt. Upgraded Higher Primary School, Room No-3,  Shettihalli",1171,
1550071,12,"Nammura  Govt. Upgraded Higher Primary School, Room No-4,  Shettihalli",1051,
1550072,12,"Nammura Govt. Upgraded Higher Primary School, Room No-5,  Shettihalli",1266,
1550073,14,Vijayashree Public School Room No-1,1400,
1550074,14,Vijayashree Public School Room No-2,1303,
1550075,14,Vijayashree Public School Room No-3,1175,
1550076,14,Vijayashree Public School Room No-4,1055,
1550077,14,ShanthiniKethana Vidya Mandira Room No-1,1283,
1550078,14,Shanthinikethana Vidya Mandira Room No-2,895,
1550079,14,Shanthinikethana Vidya Mandira Room No-3,712,
1550080,12,"M.N.T.I Polytechnic, Abbigere Main Road,  Kammagondanahalli, Room No-1",1366,
1550081,12,"M.N.T.I Polytechnic, Abbigere Main Road,  Kammagondanahalli, Room NO-2, Kammagondanahalli",1049,
1550082,12,"St. Stephen's School, Room No 1, Kammagondanahalli",957,
1550083,12,"St. Stephen's School, Room No 2, Kammagondanahalli",843,
1550084,12,"St. Stephen's School, Room No-3, Kammagondanahalli",1146,
1550085,12,"St. Stephen's School, Room No 4, Kammagondanahalli",1016,
1550086,12,"St. Stephen's School, Room No 5, Ksmmagondanahalli",1000,
1550087,12,"M.N.T.I Polytechnic, Abbigere Main Road,  Kammagondanahalli,Room NO-3",1035,
1550088,12,"M.N.T.I Polytechnic, Abbigere Main Road,  Kammagondanahalli, Room No-4",973,
1550089,12,"Govt Higher Primary School, Room No-1, Kammagondanahalli",1061,
1550090,12,"Govt Higher Primary School, Room No-2, Kammagondanahalli",866,
1550091,12,"Govt. Higher Primary School, Room No 3, Kammagondanahalli",1437,
1550092,12,"Govt higher Primary School Room No-4, Kammagondanahalli",1259,
1550093,12,"Govt. Higher Primary School, Room No 5, Kammagondanahalli",1437,
1550094,12,"Ananda Marga School, Room No 1, Abbigere Mainroad, Kammagondanahalli",1396,
1550095,12,"Ananda Marga School Room No-2, Abbigere Mainroad, Kammagondanahalli",1430,
1550096,13,"Govt Higher Primary School Room No-1,Mallasandra",928,
1550097,13,"Govt Higher Primary School Room No-2,Mallasandra",680,
1550098,12,"BNR Public  School, Babanna layout, Mallasandra,  Room No-1,Mallasandra",1010,
1550099,12,"BNR Public School, Babanna layout, Mallasandra, Room no-2,Mallasandra",1080,
1550100,12,"B.N.R. Public School, Babanna Layout, Mallasandra,  Room No-3,Mallasandra",1320,
1550101,12,"BNR Public  School babanna layout Room No-4, Mallasandra",689,
1550102,13,"Govt. Higher Primary School, Room No 3,mallasandra",1130,
1550103,13,"Govt. Higher Primary School, Room No 4,mallasandra",1070,
1550104,12,"BNR Public School Babanna layout , Room No 5,Mallasandra",766,
1550105,14,Triveni Public School Room No-1,1339,
1550106,14,Triveni Public School Room No-2,907,
1550107,14,Triveni Public School Room No-3,750,
1550108,13,"Govt Higher Primary School Room No-5,Mallasandra",1110,
1550109,13,"Govt Higher Primary School Room No 6,Mallasandra",1028,
1550110,13,"Govt Higher Primary School, Room No-7,à²®à²²à³",928,
1550111,13,"Govt Higher Primary School, Room No-8,Mallasandra",844,
1550112,13,"Govt Higher Primary School Room No-9,à²®à²²à³",803,
1550113,13,"New Combridge School Room No-1,Malasandra",1285,
1550114,13,"New Cambridge School, Room No--2,Mallasandra",851,
1550115,13,"New Cambridge School, Room.No.3, mallasandra",1062,
1550116,13,"New Cambridge School, Room.No.4, Mallasandra",1182,
1550117,14,Shri Ganapathi Kannada Aided Higher Primary School Room No-1,1182,
1550118,14,Shri Ganapathi Kannada Aided Higher Primary School Room No-2,1344,
1550119,14,Government Model Primary School Room No-1,1429,
1550120,14,Government Model Primary School Room No-2,1384,
1550121,14,Government Model Primary School Room No-3,1388,
1550122,14,Acharya Gurukula Vidyakendra Room No-1,1349,
1550123,14,Acharya Gurukula Vidyakendra Room No-2,1325,
1550124,14,Kuvempu Memorial School Room No-1,1119,
1550125,14,Kuvempu Memorial School Room No-2,1240,
1550126,14,Acharya Gurukula Vidyakendra Room No-3,1561,
1550127,14,Acharya Gurukula Vidyakendra Room No-4,1331,
1550128,14,"Government Model Primary School, Room No-1",758,
1550129,14,"Government Model Primary School, Room No-2",794,
1550130,14,"Government Model Primary School, Room No-3",1410,
1550131,14,"Government Model Primary School,, Room No-4",1284,
1550132,14,Government  High School Manjunatha Nagara Room No-1,1337,
1550133,14,"Government High School, Manjunatha Nagara Room No-2",835,
1550134,14,"Government High School, Room No-3",886,
1550135,14,"Government  High School, Manjunatha Nagara Room No-4",1321,
1550136,14,"Government High School, Manjunatha Nagara Room No-5",959,
1550137,12,"Sevanth DayAdventist English School Room No-1, Kammagondanahalli",950,
1550138,12,"Sevanth Day Adventist English School Room No-2, Kammagondanahalli",767,
1550139,12,"Seventh Day Adventest English School Room No-3, Kammagondanahalli",1353,
1550140,12,"Seventh Day Adventist English School Room No-4, Kammagondanahalli",1325,
1550141,13,Sri Ayyappa Edueation Treat Room No-1,1143,
1550142,13,"Sri Ayappa Education Trust, Room No-2",1150,
1550143,13,Sri Ayyappa Education Trust Room  No-.3,1328,
1550144,13,"Sri Ayappa Education Trust, Room No-4",631,
1550145,13,Sri Ayyappa Edueaton Trust Room No-5,963,
1550146,13,Sri Ayyappa Educaton Trust Room No-6,1159,
1550147,13,"Govt. Primary School, Ravindra Nagara, Room No-1",1088,
1550148,13,"Govt. Lower Primary School, Ravindra Nagara, Room No-2",1380,
1550149,13,Vishal Public School Room No-1,1103,
1550150,13,Vishal Public School Room No-2,1310,
1550151,13,Vishal Public School Room No-3,941,
1550152,14,Triveni Public School Room No-4,1145,
1550153,14,Triveni Public School Room No-5,991,
1550154,14,Triveni Public Shool Room No-6,1286,
1550155,14,Triveni Public School Room No-7,1476,
1550156,14,Triveni Public School Room No-8,1047,
1550157,14,Vijaya Bharathi Educational Institutions Room No-1,695,
1550158,13,Vijaya Bharathi Educational Institutions  Room No-2,773,
1550159,13,Vijaya Bharathi Educational Institutiions Room No--3,1067,
1550160,13,Vijaya Bharathi Educational Institutions English School Room No-4,1072,
1550161,13,Vijaya Bharathi Educational Institutions  Room No--5,1006,
1550162,14,"Srinidhi School,  Room No-1",1215,
1550163,14,"Srinidhi School, , Room No-2.",772,
1550164,14,"Soundarya Education Trust, Room No-01",1368,
1550165,14,"Soundarya Education Trust, Room No-2",1386,
1550166,14,Soundarya Education Trust Room No-03,1162,
1550167,14,Soundarya Education Trust Room No-04,826,
1550168,14,"Widia Poorna Pragna School, Room No-01",1570,
1550169,14,Widia Poorna Pragna School  Room No-02,1429,
1550170,14,Widia Poorna Pragna School  Room No-03,1059,
1550171,14,"S L N School ,Room No -01",1277,
1550172,14,"S.L.N. School, Room No. 02",1057,
1550173,15,Govt Model Primary School. Room No 1 (New Building),1205,
1550174,15,Govt Model Primary School. Room No 2 (New Building),969,
1550175,15,Kuvempu Centunary Govt Model Primary School. Room No 3 (New Building),1021,
1550176,15,Kuvempu Centunary Govt Model Primary School. Room No 4 (New Building),1107,
1550177,14,Government Model Primary School Room No-1,943,
1550178,14,Government Model Primary School Room No-2,700,
1550179,14,Government Model Primary School Room No-3,1107,
1550180,15,"Govt Model Primary School, Room No-8. Bhuvaneshwarinagara, T.Dasarahalli,",1201,
1550181,15,"Govt Model Primary School, (Anganavadi Kendra) Bhuvaneshwarinagara, T.Dasarahalli,",1052,
1550182,15,"Govt Model Primary School, Samuha Sampanmula Kendra, Bhuvaneshwarinagara, T.Dasarahalli,",942,
1550183,13,"Nammura Govt.Model Primary School, Room No-1",1365,
1550184,13,"Nammura Govt Model Primaty School, Room No-2",1158,
1550185,13,"Nammura Govt Model Primary School,Room No-3",1360,
1550186,13,"Sent, mary's  High School Maheshwaramma Temple road T dasarahalli Room No 5",1153,
1550187,13,"Sent, mary's High School Maheshwaramma Temple road T dasarahalli Room No 6",1128,
1550188,13,"Sree Geetha  High School.Prashanth Nagara,Room No-1",1305,
1550189,13,"Sree Geetha High school, Room No-2",1179,
1550190,15,Govt Higher Primary School Room No-1,1128,
1550191,15,Govt Higher Primary School Room No-2,1249,
1550192,15,"Preethi English School,Room No-1",1164,
1550193,15,"Preethi English School, Room No-2",1255,
1550194,15,Govt Composit High School  Room No-01,1263,
1550195,15,"Govt Model Primary School, Room No-02",1229,
1550196,13,"Jack N Jill Pre School, Room No-1",1088,
1550197,15,"Govt Composite High School, Room No-03",1480,
1550198,13,Sri Geetha Kannada Higher Primary School Room No 1,1389,
1550199,13,"Sri Geetha Kannada Higher Primary School, Room No 2",1148,
1550200,15,Govt Urdu School Room No-1,1372,
1550201,15,"Govt Urdu School , Room No 2",1123,
1550202,15,"Preethi English Medium School , Room No 3",1169,
1550203,15,"Preethi English Medium School, Room No-4",1185,
1550204,15,Standard School Room No-1,945,
1550205,15,Standard School Room No-2,971,
1550206,15,Standard School Room No-3,848,
1550207,15,Standard School Room No-4,1121,
1550208,15,"Standard School , Room No 5",1019,
1550209,15,"Garden School , Room No 1",1387,
1550210,15,"Garden School , Room No 2",1273,
1550211,15,Garden School Room No-3,1327,
1550212,15,"St, mary's School Maheshwaramma Temple road T dasarahalli Room No 1",818,
1550213,15,"St, mary's School Maheshwaramma Temple road T dasarahalli Room No 2",863,
1550214,15,"St, mary's School Maheshwaramma Temple road T dasarahalli Room No 3",762,
1550215,15,"St, mary's School Maheshwaramma Temple road T dasarahalli Room No 4",651,
1550216,39,"Govt Model Primary School , Room No 1",1366,
1550217,39,"Govt Model Primary School , Room No 2",1371,
1550218,39,"Govt Model Primary School , Room No 3",754,
1550219,39,Govt Model Primary School.,1130,
1550220,39,Govt Model Primary School Room No-5,894,
1550221,39,Govt Model Primary School NAGASANDRA Room No-06,771,
1550222,39,S V V Convent Room No-1,1288,
1550223,39,S V V Convent Room No-2,1329,
1550224,39,S V V Convent Room No--3,899,
1550225,39,S V V Convent RUKMININAGARA NAGASANDRA  Room No--04,703,
1550226,39,"S.R.N.S Public School  Room No 1,",1161,
1550227,39,"Govt Lower Primary School, Nagasandra Colony Road Rukmini nagara Bangalore-560073 Room No-01",875,
1550228,39,"Govt Lower Primary School, Nagasandra Colony Road Rukmini nagara Bangalore-560073 Room No-2",638,
1550229,39,"Govt Lower Primary School, Nagasandra Colony Road Rukmini nagara Bangalore-560073 Room No-03",1319,
1550230,14,"Widia Poorna Pragna School, Room No-04",962,
1550231,14,"Widia Poorna Pragna School, Room No-5",1050,
1550232,39,"Vidya Nikethna English School, Room No1",1343,
1550233,39,Vidhyanikethana English School Room No--2,1237,
1550234,39,Vidyanikethana English School Room No-3,1446,
1550235,39,Vidyanikethana English School Room No-4,1444,
1550236,39,"Vidyanikethana English School , Room.No.5",1412,
1550237,39,"Vidyanikethana English School , Room.No.6",1443,
1550238,15,"Govt. Primary School, (New Building), Room.No.1",1293,
1550239,15,"Govt. Primary School, (New Building), Room.No.2",1376,
1550240,15,Samudaya Bhavana Room No-1,1405,
1550241,15,"Standard English School, KK Road, T. Dasarahalli,",759,
1550242,39,Nammura Govt High Primary School Room No-01,1257,
1550243,39,"Nammura Govt  Higher Primary School,Room No-02",536,
1550244,39,Govt Higher Primary School (New Building) Room No-1,1066,
1550245,39,Govt Higher Primary School (New Building) Room No-2,1453,
1550246,39,"M M Bright School, Room.No-1",1308,
1550247,39,"M M Bright School, Room.No-2",830,
1550248,39,M M Bright School Room No-3,1017,
1550249,39,M M Bright School Room No-4,617,
1550250,39,Sri Swamivivekananda Govt Aidded kannada High primary School  Room.No.1,948,
1550251,39,Sri Swamivivekananda Govt Aidded kannada High primary School  Room.No.02,586,
1550252,39,"Nammura Govt.Higher Primary School, Room.No.3",962,
1550253,39,"NAMMURA GOVT HIGHER PRIMARY SCHOOL, ROOM NO-04 CHOKKASANDRA B-57",1393,
1550254,39,"Nammura Govt. Higher Primary School, Room No.5",1286,
1550255,39,"Nammura Govt. Higher Primary School, Room No-6",1468,
1550256,39,Nammura Govt Higher Primary School Room No-7,1048,
1550257,39,"BBMP ANGANAVADI CENTER, 2ND CROSS, NEAR GOVT. SCHOOL, Room No.1",966,
1550258,39,Govt Higher Primary School Room No-1,1376,
1550259,39,"Govt. Higher  Primary School, Room No.2",1372,
1550260,39,"Schonesatt, Sister of Mary public School,Nelagadaranahalli main road Nagasandra Bangalore-560073Room No-1",969,
1550261,39,"Schonesatt, Sister of Mary public School,Nelagadaranahalli main road Nagasandra Bangalore-560073Room No-02",663,
